NAME,SERVER,REPLICA TYPE,PRICING TIER,LOCATION,SUBSCRIPTION,
"sqldbndibalekeralynette01 (sqlserverndibalekeralynette01/sqldbndibalekeralynette01)","sqlserverndibalekeralynette01","--","Standard S0: 10 DTUs","Central US","CS-20241002-Ndibalekera-Lynette"
